"Metropolitan Statistical Area","Anderson, IN",131312
"County or equivalent","Madison County, IN",131312
"Metropolitan Statistical Area","Columbus, IN",74750
"County or equivalent","Bartholomew County, IN",74750
"Micropolitan Statistical Area","Crawfordsville, IN",37881
"County or equivalent","Montgomery County, IN",37881
"Metropolitan Statistical Area","Indianapolis-Carmel, IN",1695037
"County or equivalent","Boone County, IN",54137
"County or equivalent","Brown County, IN",14670
"County or equivalent","Hamilton County, IN",261661
"County or equivalent","Hancock County, IN",66305
"County or equivalent","Hendricks County, IN",134558
"County or equivalent","Johnson County, IN",135951
"County or equivalent","Marion County, IN",876804
"County or equivalent","Morgan County, IN",69874
"County or equivalent","Putnam County, IN",37014
"County or equivalent","Shelby County, IN",44063
"Micropolitan Statistical Area","New Castle, IN",47181
"County or equivalent","Henry County, IN",47181
"Micropolitan Statistical Area","North Vernon, IN",28106
"County or equivalent","Jennings County, IN",28106
"Combined Statistical Area","Ithaca-Cortland, NY",149424
"Micropolitan Statistical Area","Cortland, NY",48369
"County or equivalent","Cortland County, NY",48369
"Metropolitan Statistical Area","Ithaca, NY",101055
"County or equivalent","Tompkins County, NY",101055
"Combined Statistical Area","Jackson-Humboldt, TN",161213
"Micropolitan Statistical Area","Humboldt, TN",48553
"County or equivalent","Gibson County, TN",48553
"Metropolitan Statistical Area","Jackson, TN",112660
"County or equivalent","Chester County, TN",16142
"County or equivalent","Madison County, TN",96518
"Combined Statistical Area","Jackson-Yazoo City, MS",561234
"Metropolitan Statistical Area","Jackson, MS",534047
"County or equivalent","Copiah County, MS",29317
"County or equivalent","Hinds County, MS",249157
"County or equivalent","Madison County, MS",89387
"County or equivalent","Rankin County, MS",138362
"County or equivalent","Simpson County, MS",27824
"Micropolitan Statistical Area","Yazoo City, MS",27187
"County or equivalent","Yazoo County, MS",27187
"Combined Statistical Area","Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA",497240
"Metropolitan Statistical Area","Johnson City, TN",193554
"County or equivalent","Carter County, TN",59198
"County or equivalent","Unicoi County, TN",17699
"County or equivalent","Washington County, TN",116657
"Metropolitan Statistical Area","Kingsport-Bristol-Bristol, TN-VA",303686
"County or equivalent","Hawkins County, TN",57054
"County or equivalent","Sullivan County, TN",153519
"County or equivalent","Scott County, VA",22787
"County or equivalent","Washington County, VA",52733
"County or equivalent","Bristol city, VA",17593
"Combined Statistical Area","Jonesboro-Paragould, AR",156799
"Metropolitan Statistical Area","Jonesboro, AR",116402
"County or equivalent","Craighead County, AR",91552
"County or equivalent","Poinsett County, AR",24850
"Micropolitan Statistical Area","Paragould, AR",40397
"County or equivalent","Greene County, AR",40397
"Combined Statistical Area","Kansas City-Overland Park-Kansas City, MO-KS",2053928
"Micropolitan Statistical Area","Atchison, KS",16571
"County or equivalent","Atchison County, KS",16571
"Metropolitan Statistical Area","Kansas City, MO-KS",1985429
"County or equivalent","Franklin County, KS",26479
"County or equivalent","Johnson County, KS",526319
"County or equivalent","Leavenworth County, KS",73603
"County or equivalent","Linn County, KS",9767
"County or equivalent","Miami County, KS",31078
"County or equivalent","Wyandotte County, KS",153956
"County or equivalent","Bates County, MO",17034
"County or equivalent","Caldwell County, MO",9284
"County or equivalent","Cass County, MO",97133
"County or equivalent","Clay County, MO",211952
"County or equivalent","Clinton County, MO",20894
"County or equivalent","Jackson County, MO",666890
"County or equivalent","Lafayette County, MO",32677
"County or equivalent","Platte County, MO",84881
"County or equivalent","Ray County, MO",23482
"Micropolitan Statistical Area","Warrensburg, MO",51928
"County or equivalent","Johnson County, MO",51928
"Combined Statistical Area","Knoxville-Sevierville-La Follette, TN",1029155
"Micropolitan Statistical Area","Harriman, TN",53399
"County or equivalent","Roane County, TN",53399
"Metropolitan Statistical Area","Knoxville, TN",681525
"County or equivalent","Anderson County, TN",73471
"County or equivalent","Blount County, TN",119855
"County or equivalent","Knox County, TN",423874
"County or equivalent","Loudon County, TN",45448
"County or equivalent","Union County, TN",18877
"Micropolitan Statistical Area","La Follette, TN",40771
"County or equivalent","Campbell County, TN",40771
"Metropolitan Statistical Area","Morristown, TN",134596
"County or equivalent","Grainger County, TN",22546
"County or equivalent","Hamblen County, TN",61829
"County or equivalent","Jefferson County, TN",50221
"Micropolitan Statistical Area","Newport, TN",35337
"County or equivalent","Cocke County, TN",35337
"Micropolitan Statistical Area","Sevierville, TN",83527
"County or equivalent","Sevier County, TN",83527
"Combined Statistical Area","Kokomo-Peru, IN",136486
"Metropolitan Statistical Area","Kokomo, IN",99845
"County or equivalent","Howard County, IN",83776
"County or equivalent","Tipton County, IN",16069
"Micropolitan Statistical Area","Peru, IN",36641
"County or equivalent","Miami County, IN",36641
"Combined Statistical Area","Lafayette-Acadiana, LA",538470
"Micropolitan Statistical Area","Abbeville, LA",55691
"County or equivalent","Vermilion Parish, LA",55691
"Micropolitan Statistical Area","Crowley, LA",59958
"County or equivalent","Acadia Parish, LA",59958
"Metropolitan Statistical Area","Lafayette, LA",256494
"County or equivalent","Lafayette Parish, LA",204843
"County or equivalent","St. Martin Parish, LA",51651
"Micropolitan Statistical Area","New Iberia, LA",74965
"County or equivalent","Iberia Parish, LA",74965
"Micropolitan Statistical Area","Opelousas-Eunice, LA",91362
"County or equivalent","St. Landry Parish, LA",91362
"Combined Statistical Area","Lafayette-Frankfort, IN",225956
"Micropolitan Statistical Area","Frankfort, IN",33795
"County or equivalent","Clinton County, IN",33795
"Metropolitan Statistical Area","Lafayette, IN",192161
"County or equivalent","Benton County, IN",8810
"County or equivalent","Carroll County, IN",19987
"County or equivalent","Tippecanoe County, IN",163364
"Combined Statistical Area","Lake Charles-Jennings, LA",223103
"Micropolitan Statistical Area","Jennings, LA",31177
"County or equivalent","Jefferson Davis Parish, LA",31177
"Metropolitan Statistical Area","Lake Charles, LA",191926
"County or equivalent","Calcasieu Parish, LA",184512
"County or equivalent","Cameron Parish, LA",7414
"Combined Statistical Area","Lansing-East Lansing-Owosso, MI",528193
"Metropolitan Statistical Area","Lansing-East Lansing, MI",456440
"County or equivalent","Clinton County, MI",69755
"County or equivalent","Eaton County, MI",107390
"County or equivalent","Ingham County, MI",279295
"Micropolitan Statistical Area","Owosso, MI",71753
"County or equivalent","Shiawassee County, MI",71753
"Combined Statistical Area","Las Vegas-Paradise-Pahrump, NV",1880449
"Metropolitan Statistical Area","Las Vegas-Paradise, NV",1836333
"County or equivalent","Clark County, NV",1836333
"Micropolitan Statistical Area","Pahrump, NV",44116
"County or equivalent","Nye County, NV",44116
"Combined Statistical Area","Lexington-Fayette--Frankfort--Richmond, KY",658217
"Micropolitan Statistical Area","Frankfort, KY",69670
"County or equivalent","Anderson County, KY",21245
"County or equivalent","Franklin County, KY",48425
"Metropolitan Statistical Area","Lexington-Fayette, KY",447173
"County or equivalent","Bourbon County, KY",19756
"County or equivalent","Clark County, KY",35550
"County or equivalent","Fayette County, KY",279044
"County or equivalent","Jessamine County, KY",45555
"County or equivalent","Scott County, KY",42954
"County or equivalent","Woodford County, KY",24314
"Micropolitan Statistical Area","Mount Sterling, KY",43584
"County or equivalent","Bath County, KY",11592
"County or equivalent","Menifee County, KY",6764
"County or equivalent","Montgomery County, KY",25228
"Micropolitan Statistical Area","Richmond-Berea, KY",97790
"County or equivalent","Madison County, KY",81103
"County or equivalent","Rockcastle County, KY",16687
"Combined Statistical Area","Lima-Van Wert-Wapakoneta, OH",180551
"Metropolitan Statistical Area","Lima, OH",105233
"County or equivalent","Allen County, OH",105233
"Micropolitan Statistical Area","Van Wert, OH",28889
"County or equivalent","Van Wert County, OH",28889
"Micropolitan Statistical Area","Wapakoneta, OH",46429
"County or equivalent","Auglaize County, OH",46429
"Combined Statistical Area","Little Rock-North Little Rock-Pine Bluff, AR",841326
"Metropolitan Statistical Area","Little Rock-North Little Rock-Conway, AR",666401
"County or equivalent","Faulkner County, AR",104865
"County or equivalent","Grant County, AR",17460
"County or equivalent","Lonoke County, AR",63562
"County or equivalent","Perry County, AR",10391
"County or equivalent","Pulaski County, AR",373911
"County or equivalent","Saline County, AR",96212
"Metropolitan Statistical Area","Pine Bluff, AR",101484
"County or equivalent","Cleveland County, AR",8769
"County or equivalent","Jefferson County, AR",78986
"County or equivalent","Lincoln County, AR",13729
"Micropolitan Statistical Area","Searcy, AR",73441
"County or equivalent","White County, AR",73441
"Combined Statistical Area","Longview-Marshall, TX",267115
"Metropolitan Statistical Area","Longview, TX",203611
"County or equivalent","Gregg County, TX",117119
"County or equivalent","Rusk County, TX",48568
"County or equivalent","Upshur County, TX",37924
"Micropolitan Statistical Area","Marshall, TX",63504
"County or equivalent","Harrison County, TX",63504
"Combined Statistical Area","Los Angeles-Long Beach-Riverside, CA",17755322
"Metropolitan Statistical Area","Los Angeles-Long Beach-Santa Ana, CA",12875587
"Metropolitan Division","Los Angeles-Long Beach-Glendale, CA",9878554
"County or equivalent","Los Angeles County, CA",9878554
"Metropolitan Division","Santa Ana-Anaheim-Irvine, CA",2997033
"County or equivalent","Orange County, CA",2997033
"Metropolitan Statistical Area","Oxnard-Thousand Oaks-Ventura, CA",798364
"County or equivalent","Ventura County, CA",798364
"Metropolitan Statistical Area","Riverside-San Bernardino-Ontario, CA",4081371
"County or equivalent","Riverside County, CA",2073571
"County or equivalent","San Bernardino County, CA",2007800
"Combined Statistical Area","Louisville/Jefferson County--Elizabethtown--Scottsburg, KY-IN",1369024
"Metropolitan Statistical Area","Elizabethtown, KY",111610
"County or equivalent","Hardin County, KY",97949
"County or equivalent","Larue County, KY",13661
"Metropolitan Statistical Area","Louisville/Jefferson County, KY-IN",1233735
"County or equivalent","Clark County, IN",105035
"County or equivalent","Floyd County, IN",73064
"County or equivalent","Harrison County, IN",36810
"County or equivalent","Washington County, IN",27920
"County or equivalent","Bullitt County, KY",73931
"County or equivalent","Henry County, KY",15711
"County or equivalent","Jefferson County, KY",709264
"County or equivalent","Meade County, KY",27270
"County or equivalent","Nelson County, KY",42517
"County or equivalent","Oldham County, KY",55935
"County or equivalent","Shelby County, KY",40458
"County or equivalent","Spencer County, KY",16837
"County or equivalent","Trimble County, KY",8983
"Micropolitan Statistical Area","Scottsburg, IN",23679
"County or equivalent","Scott County, IN",23679
"Combined Statistical Area","Lubbock-Levelland, TX",289437
"Micropolitan Statistical Area","Levelland, TX",22226
"County or equivalent","Hockley County, TX",22226
"Metropolitan Statistical Area","Lubbock, TX",267211
"County or equivalent","Crosby County, TX",6310
"County or equivalent","Lubbock County, TX",260901
"Combined Statistical Area","Lumberton-Laurinburg, NC",164513
"Micropolitan Statistical Area","Laurinburg, NC",36364
"County or equivalent","Scotland County, NC",36364
"Micropolitan Statistical Area","Lumberton, NC",128149
"County or equivalent","Robeson County, NC",128149
"Combined Statistical Area","Macon-Warner Robins-Fort Valley, GA",386534
"Micropolitan Statistical Area","Fort Valley, GA",25672
"County or equivalent","Peach County, GA",25672
"Metropolitan Statistical Area","Macon, GA",229846
"County or equivalent","Bibb County, GA",154709
"County or equivalent","Crawford County, GA",12483
"County or equivalent","Jones County, GA",27229
"County or equivalent","Monroe County, GA",25145
"County or equivalent","Twiggs County, GA",10280
"Metropolitan Statistical Area","Warner Robins, GA",131016
"County or equivalent","Houston County, GA",131016
"Combined Statistical Area","Madison-Baraboo, WI",614103
"Micropolitan Statistical Area","Baraboo, WI",58477
"County or equivalent","Sauk County, WI",58477
"Metropolitan Statistical Area","Madison, WI",555626
"County or equivalent","Columbia County, WI",55280
"County or equivalent","Dane County, WI",476785
"County or equivalent","Iowa County, WI",23561
"Combined Statistical Area","Mansfield-Bucyrus, OH",169906
"Micropolitan Statistical Area","Bucyrus, OH",44227
"County or equivalent","Crawford County, OH",44227
"Metropolitan Statistical Area","Mansfield, OH",125679
"County or equivalent","Richland County, OH",125679
"Combined Statistical Area","Midland-Odessa, TX",255978
"Metropolitan Statistical Area","Midland, TX",126408
"County or equivalent","Midland County, TX",126408
"Metropolitan Statistical Area","Odessa, TX",129570
"County or equivalent","Ector County, TX",129570
"Combined Statistical Area","Milwaukee-Racine-Waukesha, WI",1739497
"Metropolitan Statistical Area","Milwaukee-Waukesha-West Allis, WI",1544398
"County or equivalent","Milwaukee County, WI",951252
"County or equivalent","Ozaukee County, WI",85602
"County or equivalent","Washington County, WI",128211
"County or equivalent","Waukesha County, WI",379333
"Metropolitan Statistical Area","Racine, WI",195099
"County or equivalent","Racine County, WI",195099
"Combined Statistical Area","Minneapolis-St. Paul-St. Cloud, MN-WI",3538781
"Micropolitan Statistical Area","Faribault-Northfield, MN",61955
"County or equivalent","Rice County, MN",61955
"Micropolitan Statistical Area","Hutchinson, MN",37220
"County or equivalent","McLeod County, MN",37220
"Metropolitan Statistical Area","Minneapolis-St. Paul-Bloomington, MN-WI",3208212
"County or equivalent","Anoka County, MN",326252
"County or equivalent","Carver County, MN",88459
"County or equivalent","Chisago County, MN",50128
"County or equivalent","Dakota County, MN",390478
"County or equivalent","Hennepin County, MN",1136599
"County or equivalent","Isanti County, MN",38921
"County or equivalent","Ramsey County, MN",499891
"County or equivalent","Scott County, MN",126642
"County or equivalent","Sherburne County, MN",86287
"County or equivalent","Washington County, MN",226475
"County or equivalent","Wright County, MN",117372
"County or equivalent","Pierce County, WI",39577
"County or equivalent","St. Croix County, WI",81131
"Micropolitan Statistical Area","Red Wing, MN",45839
"County or equivalent","Goodhue County, MN",45839
"Metropolitan Statistical Area","St. Cloud, MN",185555
"County or equivalent","Benton County, MN",39504
"County or equivalent","Stearns County, MN",146051
"Combined Statistical Area","Mobile-Daphne-Fairhope, AL",576175
"Micropolitan Statistical Area","Daphne-Fairhope-Foley, AL",171769
"County or equivalent","Baldwin County, AL",171769
"Metropolitan Statistical Area","Mobile, AL",404406
"County or equivalent","Mobile County, AL",404406
"Combined Statistical Area","Monroe-Bastrop, LA",201058
"Micropolitan Statistical Area","Bastrop, LA",28783
"County or equivalent","Morehouse Parish, LA",28783
"Metropolitan Statistical Area","Monroe, LA",172275
"County or equivalent","Ouachita Parish, LA",149502
"County or equivalent","Union Parish, LA",22773
"Combined Statistical Area","Montgomery-Alexander City, AL",417573
"Micropolitan Statistical Area","Alexander City, AL",51611
"County or equivalent","Coosa County, AL",10864
"County or equivalent","Tallapoosa County, AL",40747
"Metropolitan Statistical Area","Montgomery, AL",365962
"County or equivalent","Autauga County, AL",49960
"County or equivalent","Elmore County, AL",77525
"County or equivalent","Lowndes County, AL",12686
"County or equivalent","Montgomery County, AL",225791
"Combined Statistical Area","Myrtle Beach-Conway-Georgetown, SC",310424
"Micropolitan Statistical Area","Georgetown, SC",60499
"County or equivalent","Georgetown County, SC",60499
"Metropolitan Statistical Area","Myrtle Beach-Conway-North Myrtle Beach, SC",249925
"County or equivalent","Horry County, SC",249925
"Combined Statistical Area","Nashville-Davidson--Murfreesboro--Columbia, TN",1601403
"Micropolitan Statistical Area","Columbia, TN",79966
"County or equivalent","Maury County, TN",79966
"Metropolitan Statistical Area","Nashville-Davidson--Murfreesboro--Franklin, TN",1521437
"County or equivalent","Cannon County, TN",13432
"County or equivalent","Cheatham County, TN",39112
"County or equivalent","Davidson County, TN",619626
"County or equivalent","Dickson County, TN",47366
"County or equivalent","Hickman County, TN",23768
"County or equivalent","Macon County, TN",21561
"County or equivalent","Robertson County, TN",63333
"County or equivalent","Rutherford County, TN",241462
"County or equivalent","Smith County, TN",18845
"County or equivalent","Sumner County, TN",152721
"County or equivalent","Trousdale County, TN",7727
"County or equivalent","Williamson County, TN",166128
"County or equivalent","Wilson County, TN",106356
"Combined Statistical Area","New Orleans-Metairie-Bogalusa, LA",1075283
"Micropolitan Statistical Area","Bogalusa, LA",44920
"County or equivalent","Washington Parish, LA",44920
"Metropolitan Statistical Area","New Orleans-Metairie-Kenner, LA",1030363
"County or equivalent","Jefferson Parish, LA",423520
"County or equivalent","Orleans Parish, LA",239124
"County or equivalent","Plaquemines Parish, LA",21540
"County or equivalent","St. Bernard Parish, LA",19826
"County or equivalent","St. Charles Parish, LA",52044
"County or equivalent","St. John the Baptist Parish, LA",47684
"County or equivalent","St. Tammany Parish, LA",226625
"Combined Statistical Area","New York-Newark-Bridgeport, NY-NJ-CT-PA",21961994
"Metropolitan Statistical Area","Bridgeport-Stamford-Norwalk, CT",895015
"County or equivalent","Fairfield County, CT",895015
"Metropolitan Statistical Area","Kingston, NY",181860
"County or equivalent","Ulster County, NY",181860
"Metropolitan Statistical Area","New Haven-Milford, CT",845494
"County or equivalent","New Haven County, CT",845494
"Metropolitan Statistical Area","New York-Northern New Jersey-Long Island, NY-NJ-PA",18815988
"Metropolitan Division","Edison, NJ",2319704
"County or equivalent","Middlesex County, NJ",788629
"County or equivalent","Monmouth County, NJ",642030
"County or equivalent","Ocean County, NJ",565493
"County or equivalent","Somerset County, NJ",323552
"Metropolitan Division","Nassau-Suffolk, NY",2759762
"County or equivalent","Nassau County, NY",1306533
"County or equivalent","Suffolk County, NY",1453229
"Metropolitan Division","Newark-Union, NJ-PA",2128679
"County or equivalent","Essex County, NJ",776087
"County or equivalent","Hunterdon County, NJ",129348
"County or equivalent","Morris County, NJ",488475
"County or equivalent","Sussex County, NJ",151478
"County or equivalent","Union County, NJ",524658
"County or equivalent","Pike County, PA",58633
"Metropolitan Division","New York-White Plains-Wayne, NY-NJ",11607843
"County or equivalent","Bergen County, NJ",895744
"County or equivalent","Hudson County, NJ",598160
"County or equivalent","Passaic County, NJ",492115
"County or equivalent","Bronx County, NY",1373659
"County or equivalent","Kings County, NY",2528050
"County or equivalent","New York County, NY",1620867
"County or equivalent","Putnam County, NY",99489
"County or equivalent","Queens County, NY",2270338
"County or equivalent","Richmond County, NY",481613
"County or equivalent","Rockland County, NY",296483
"County or equivalent","Westchester County, NY",951325
"Metropolitan Statistical Area","Poughkeepsie-Newburgh-Middletown, NY",669915
"County or equivalent","Dutchess County, NY",292746
"County or equivalent","Orange County, NY",377169
"Micropolitan Statistical Area","Torrington, CT",188273
"County or equivalent","Litchfield County, CT",188273
"Metropolitan Statistical Area","Trenton-Ewing, NJ",365449
"County or equivalent","Mercer County, NJ",365449
"Combined Statistical Area","Oklahoma City-Shawnee, OK",1262027
"Metropolitan Statistical Area","Oklahoma City, OK",1192989
"County or equivalent","Canadian County, OK",103559
"County or equivalent","Cleveland County, OK",236452
"County or equivalent","Grady County, OK",50615
"County or equivalent","Lincoln County, OK",32272
"County or equivalent","Logan County, OK",36435
"County or equivalent","McClain County, OK",31849
"County or equivalent","Oklahoma County, OK",701807
"Micropolitan Statistical Area","Shawnee, OK",69038
"County or equivalent","Pottawatomie County, OK",69038
"Combined Statistical Area","Omaha-Council Bluffs-Fremont, NE-IA",865894
"Micropolitan Statistical Area","Fremont, NE",36004
"County or equivalent","Dodge County, NE",36004
"Metropolitan Statistical Area","Omaha-Council Bluffs, NE-IA",829890
"County or equivalent","Harrison County, IA",15409
"County or equivalent","Mills County, IA",15180
"County or equivalent","Pottawattamie County, IA",89409
"County or equivalent","Cass County, NE",25577
"County or equivalent","Douglas County, NE",497416
"County or equivalent","Sarpy County, NE",146756
"County or equivalent","Saunders County, NE",20184
"County or equivalent","Washington County, NE",19959
"Combined Statistical Area","Orlando-Deltona-Daytona Beach, FL",2693552
"Metropolitan Statistical Area","Deltona-Daytona Beach-Ormond Beach, FL",500413
"County or equivalent","Volusia County, FL",500413
"Metropolitan Statistical Area","Orlando-Kissimmee, FL",2032496
"County or equivalent","Lake County, FL",301059
"County or equivalent","Orange County, FL",1066113
"County or equivalent","Osceola County, FL",255815
"County or equivalent","Seminole County, FL",409509
"Metropolitan Statistical Area","Palm Coast, FL",88397
"County or equivalent","Flagler County, FL",88397
"Micropolitan Statistical Area","The Villages, FL",72246
"County or equivalent","Sumter County, FL",72246
"Combined Statistical Area","Paducah-Mayfield, KY-IL",135348
"Micropolitan Statistical Area","Mayfield, KY",37557
"County or equivalent","Graves County, KY",37557
"Micropolitan Statistical Area","Paducah, KY-IL",97791
"County or equivalent","Massac County, IL",15109
"County or equivalent","Ballard County, KY",8307
"County or equivalent","Livingston County, KY",9610
"County or equivalent","McCracken County, KY",64765
"Combined Statistical Area","Peoria-Canton, IL",408049
"Micropolitan Statistical Area","Canton, IL",36843
"County or equivalent","Fulton County, IL",36843
"Metropolitan Statistical Area","Peoria, IL",371206
"County or equivalent","Marshall County, IL",12851
"County or equivalent","Peoria County, IL",182993
"County or equivalent","Stark County, IL",6191
"County or equivalent","Tazewell County, IL",131154
"County or equivalent","Woodford County, IL",38017
"Combined Statistical Area","Philadelphia-Camden-Vineland, PA-NJ-DE-MD",6385461
"Metropolitan Statistical Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5827962
"Metropolitan Division","Camden, NJ",1246339
"County or equivalent","Burlington County, NJ",446817
"County or equivalent","Camden County, NJ",513769
"County or equivalent","Gloucester County, NJ",285753
"Metropolitan Division","Philadelphia, PA",3887694
"County or equivalent","Bucks County, PA",621144
"County or equivalent","Chester County, PA",486345
"County or equivalent","Delaware County, PA",554399
"County or equivalent","Montgomery County, PA",776172
"County or equivalent","Philadelphia County, PA",1449634
"Metropolitan Division","Wilmington, DE-MD-NJ",693929
"County or equivalent","New Castle County, DE",528218
"County or equivalent","Cecil County, MD",99695
"County or equivalent","Salem County, NJ",66016
"Metropolitan Statistical Area","Reading, PA",401955
"County or equivalent","Berks County, PA",401955
"Metropolitan Statistical Area","Vineland-Millville-Bridgeton, NJ",155544
"County or equivalent","Cumberland County, NJ",155544
"Combined Statistical Area","Pittsburgh-New Castle, PA",2446703
"Micropolitan Statistical Area","New Castle, PA",90991
"County or equivalent","Lawrence County, PA",90991
"Metropolitan Statistical Area","Pittsburgh, PA",2355712
"County or equivalent","Allegheny County, PA",1219210
"County or equivalent","Armstrong County, PA",69059
"County or equivalent","Beaver County, PA",173074
"County or equivalent","Butler County, PA",181934
"County or equivalent","Fayette County, PA",144556
"County or equivalent","Washington County, PA",205553
"County or equivalent","Westmoreland County, PA",362326
"Combined Statistical Area","Portland-Lewiston-South Portland, ME",619917
"Metropolitan Statistical Area","Lewiston-Auburn, ME",106815
"County or equivalent","Androscoggin County, ME",106815
"Metropolitan Statistical Area","Portland-South Portland-Biddeford, ME",513102
"County or equivalent","Cumberland County, ME",275374
"County or equivalent","Sagadahoc County, ME",36387
"County or equivalent","York County, ME",201341
"Combined Statistical Area","Port St. Lucie-Sebastian-Vero Beach, FL",531958
"Metropolitan Statistical Area","Port St. Lucie, FL",400121
"County or equivalent","Martin County, FL",139182
"County or equivalent","St. Lucie County, FL",260939
"Metropolitan Statistical Area","Sebastian-Vero Beach, FL",131837
"County or equivalent","Indian River County, FL",131837
"Combined Statistical Area","Raleigh-Durham-Cary, NC",1635974
"Micropolitan Statistical Area","Dunn, NC",108721
"County or equivalent","Harnett County, NC",108721
"Metropolitan Statistical Area","Durham, NC",479624
"County or equivalent","Chatham County, NC",61455
"County or equivalent","Durham County, NC",256500
"County or equivalent","Orange County, NC",124313
"County or equivalent","Person County, NC",37356
"Metropolitan Statistical Area","Raleigh-Cary, NC",1047629
"County or equivalent","Franklin County, NC",57222
"County or equivalent","Johnston County, NC",157437
"County or equivalent","Wake County, NC",832970
"Combined Statistical Area","Reno-Sparks-Fernley, NV",462751
"Micropolitan Statistical Area","Fernley, NV",52479
"County or equivalent","Lyon County, NV",52479
"Metropolitan Statistical Area","Reno-Sparks, NV",410272
"County or equivalent","Storey County, NV",4193
"County or equivalent","Washoe County, NV",406079
"Combined Statistical Area","Rochester-Batavia-Seneca Falls, NY",1122845
"Micropolitan Statistical Area","Batavia, NY",58122
"County or equivalent","Genesee County, NY",58122
"Metropolitan Statistical Area","Rochester, NY",1030495
"County or equivalent","Livingston County, NY",63196
"County or equivalent","Monroe County, NY",729681
"County or equivalent","Ontario County, NY",103956
"County or equivalent","Orleans County, NY",42371
"County or equivalent","Wayne County, NY",91291
"Micropolitan Statistical Area","Seneca Falls, NY",34228
"County or equivalent","Seneca County, NY",34228
"Combined Statistical Area","Rockford-Freeport-Rochelle, IL",453874
"Micropolitan Statistical Area","Freeport, IL",46573
"County or equivalent","Stephenson County, IL",46573
"Micropolitan Statistical Area","Rochelle, IL",55011
"County or equivalent","Ogle County, IL",55011
"Metropolitan Statistical Area","Rockford, IL",352290
"County or equivalent","Boone County, IL",53531
"County or equivalent","Winnebago County, IL",298759
"Combined Statistical Area","Sacramento--Arden-Arcade--Yuba City, CA-NV",2397691
"Micropolitan Statistical Area","Gardnerville Ranchos, NV",45406
"County or equivalent","Douglas County, NV",45406
"Metropolitan Statistical Area","Sacramento--Arden-Arcade--Roseville, CA",2091120
"County or equivalent","El Dorado County, CA",175689
"County or equivalent","Placer County, CA",332920
"County or equivalent","Sacramento County, CA",1386667
"County or equivalent","Yolo County, CA",195844
"Micropolitan Statistical Area","Truckee-Grass Valley, CA",97027
"County or equivalent","Nevada County, CA",97027
"Metropolitan Statistical Area","Yuba City, CA",164138
"County or equivalent","Sutter County, CA",92040
"County or equivalent","Yuba County, CA",72098
"Combined Statistical Area","Saginaw-Bay City-Saginaw Township North, MI",309785
"Metropolitan Statistical Area","Bay City, MI",107517
"County or equivalent","Bay County, MI",107517
"Metropolitan Statistical Area","Saginaw-Saginaw Township North, MI",202268
"County or equivalent","Saginaw County, MI",202268
"Combined Statistical Area","St. Louis-St. Charles-Farmington, MO-IL",2866517
"Micropolitan Statistical Area","Farmington, MO",62810
"County or equivalent","St. Francois County, MO",62810
"Metropolitan Statistical Area","St. Louis, MO-IL",2803707
"County or equivalent","Bond County, IL",18103
"County or equivalent","Calhoun County, IL",5167
"County or equivalent","Clinton County, IL",36450
"County or equivalent","Jersey County, IL",22455
"County or equivalent","Macoupin County, IL",48235
"County or equivalent","Madison County, IL",267347
"County or equivalent","Monroe County, IL",32372
"County or equivalent","St. Clair County, IL",261316
"County or equivalent","Franklin County, MO",100045
"County or equivalent","Jefferson County, MO",216076
"County or equivalent","Lincoln County, MO",51528
"County or equivalent","St. Charles County, MO",343952
"County or equivalent","St. Louis County, MO",995118
"County or equivalent","Warren County, MO",30467
"County or equivalent","Washington County, MO",24317
"County or equivalent","St. Louis city, MO",350759
"Combined Statistical Area","Salisbury-Ocean Pines, MD",168990
"Micropolitan Statistical Area","Ocean Pines, MD",49374
"County or equivalent","Worcester County, MD",49374
"Metropolitan Statistical Area","Salisbury, MD",119616
"County or equivalent","Somerset County, MD",26016
"County or equivalent","Wicomico County, MD",93600
"Combined Statistical Area","Salt Lake City-Ogden-Clearfield, UT",1686703
"Micropolitan Statistical Area","Brigham City, UT",47846
"County or equivalent","Box Elder County, UT",47846
"Micropolitan Statistical Area","Heber, UT",20535
"County or equivalent","Wasatch County, UT",20535
"Metropolitan Statistical Area","Ogden-Clearfield, UT",518349
"County or equivalent","Davis County, UT",288146
"County or equivalent","Morgan County, UT",8357
"County or equivalent","Weber County, UT",221846
"Metropolitan Statistical Area","Salt Lake City, UT",1099973
"County or equivalent","Salt Lake County, UT",1009518
"County or equivalent","Summit County, UT",35541
"County or equivalent","Tooele County, UT",54914
"Combined Statistical Area","San Jose-San Francisco-Oakland, CA",7264887
"Metropolitan Statistical Area","Napa, CA",132565
"County or equivalent","Napa County, CA",132565
"Metropolitan Statistical Area","San Francisco-Oakland-Fremont, CA",4203898
"Metropolitan Division","Oakland-Fremont-Hayward, CA",2483842
"County or equivalent","Alameda County, CA",1464202
"County or equivalent","Contra Costa County, CA",1019640
"Metropolitan Division","San Francisco-San Mateo-Redwood City, CA",1720056
"County or equivalent","Marin County, CA",248096
"County or equivalent","San Francisco County, CA",764976
"County or equivalent","San Mateo County, CA",706984
"Metropolitan Statistical Area","San Jose-Sunnyvale-Santa Clara, CA",1803643
"County or equivalent","San Benito County, CA",54667
"County or equivalent","Santa Clara County, CA",1748976
